Index	Tweet
3117	minha alergia vai atacar to vendo alguém tem um loratadina ai .
3118	minha amiga passou num médico e a mulher não diagnosticou e falou que acha q ela tem tag e depressão e receitou topiramato .
3119	minha amiga tirou minha glicose to ate agora com dor no dedo .
3120	minha ansiedade nem com sertralina resolve vsf .
3121	minha cabeça parece que vai explodir tomei a porcaria do paracetamol e ele não desceu tá na minha garganta e já tô sentindo aquelas coisas .
3122	minha cabeça ta explodindo e o único remédio pra dor tem cafeína como proceder .
3123	minha cara minha carolina a saudade ainda vai bater no teto até um canalha precisa de afeto dor n cura com penicilina https twitter com cafecomnoticia status 781604319338586112 .
3124	minha cara minha carolina a saudade ainda vai bater no teto até um canalha precisa de afeto dor não cura com penicilina .
3125	minha carteira tá virada numa farmácia tem paracetamol dramin remédio pra cólica anticoncepcional vai dar pra me drogar legal rsrsrs .
3126	minha cólica é tão forte que daqui a pouco vai ser necessário usar morfina .
3127	minha cólica eh tão forte q tomo 3 remédios juntos atroveran droflex e paracetamol td de uma vez .
3128	minha cólica estava tão forte que eu tomei um dorflex e uma dipirona junto .
3129	minha colica evoluiu de activia pra buscopam pra buscofem agora tô na base de dorflex prox passo é morfina .
3130	minha cólica não passa estou aceitando morfina .
3131	minha colica so ta passando com ibuprofeno 600 mg .
3132	minha dependência de cafeína só aumento a cada dia que passa .
3133	minha dopamina sobe rápido porém desce na velocidade da luz da até umas depressão em questão de segundos .
3134	minha dopamina ta no zero aqui é só depressão .
3135	minha dor de cabeça é falta de cafeína .
3136	minha dor de cabeça é falta de glicose com certeza .
3137	minha dor de cabeça é por falta de cafeína .
3138	minha dor de cabeça era falta de cafeína .
3139	minha dor de cabeça falta de cafeína .
3140	minha dor de cabeça não foi causada por falta de cafeína pesquisando aqui o que pode ter a causado .
3141	minha dor de cabeça passou to um pouco chocada amém ibuprofeno .
3142	minha dor de estômago não quer passar nem com omeprazol .
3143	minha dor de ouvido ta voltando pq eu comprei nimesulida e tomei um 01 comprimido apenas eu so mt ridicula .
3144	minha enxaqueca já me obrigou a tomar topiramato divalproato flunarizina divalproato c sertralina topiramato c sertralina .
3145	minha filha eu to nessa tbm além de alergia é olho coçando tbm haja loratadina .
3146	minha gastrite tá atacada e acabou o bicarbonato de sódio q morte lenta deus .
3147	minha gente e essa minha cólica ein vou tomar 4 ibuprofeno 400 mg pra ver se eu aguento viver ainda pq olhe desnecessário .
3148	minha glicose é tão baixa que se eu fico umas 3h sem comer é dor de cabeça e tontura .
3149	minha glicose esta me dando raiva ja porra toda hora fico tonta .
3150	minha glicose tá 427 por causa de ciúmes e raiva tenho certeza não comi nada hoje .
3151	minha glicose ta 45 logo cedo tava andando apoiando nas paredes de fraqueza dia ja começou uma merda .
3152	minha glicose tá alta e eu tô com cólica meu coração tá disparadasso parece que uma hora ele vai parar .
3153	minha glicose tá alta minha alergia atacando pena q eu não ligo vou comer mais um brigadeiro .
3154	minha glicose tá baixa demais esses dias mano não to aguentando pqp que raiva .
3155	minha glicose ta baixa ou to suando por causa do calor senhooor me ajudaa .
3156	minha glicose ta em 114 mãe fez um delicioso bolo de chocolate passar vontade ou comer o bolo e suportar dor de cabeça eis a questão .
3157	minha glicose tá la em cima tontura n passa .
3158	minha glicose vai às alturas até o final da monografia porque em alguma coisa preciso descontar minha ansiedade né .
3159	minha irmã tem alergia a qualquer remédio que contenha dipirona e ela tomou um que não tinha mas mesmo assim deu reação .
3160	minha irmã teve infecção urinária e o médico receito norfloxacino 400 mg ela não tá sentido dor mais precisa faz tratamento .
3161	minha mae acordou passando mal falei q era alergia mandei tomad loratadina e buscopan melhorou .
3162	minha mãe chegou na minha cama e falou nossa quanto doce agora o resfriado e a dor de garganta passam e a glicose aumenta .
3163	minha mãe disse que pra quem tem enxaqueca é horrível toma cafeina e eu tomo café dms .
3164	minha mãe é viciada em cafeína aí às vezes eu não tô afim de tomar café e ela briga comigo porque vai me dar dor de cabeça .
3165	minha mãe esqueceu de comprar a minha vacina de alergia ai juntou gripe sinusite renite e bronquite pensa numa pessoa fodida .
3166	minha mãe estava a três dias seguidos tomando paracetamol pensando que era o remédio de azia hahahahahahahahahaha .
3167	minha mãe falou pra tomar nimesulida mas nimesulida me da afta resumao to com dor de garganta ainda .
3168	minha mãe foi comprar laratadina alergia me chega em casa com um losartana pressão fiquei tipo a anta trocou os nomes .
3169	minha mãe já chega da derma falando que ela disse que quem tem alergia a dipirona não pode fazer preenchimento aaaaaaaa .
3170	minha mãe já ligou pra farmácia e mandou entregar o ibuprofeno de 600 pensa da felicidade da pessoa que não vai mais sentir cólica .
3171	minha mãe larissa já tomou omeprazol larissa já tomou amoxicilina larissa já tomou remédio pra febre aff. minha mãe manda eu falar com ela e logo em seguida diz vai dormir vai que acordada tu só arranja dor de cabeça .
3172	minha mãe me faz usar bicarbonato de sódio pra clarear os dentes e apesar do leve gosto de morte funciona .
3173	minha mae podia me trazer sei la uma morfina pq eu vou morrer de cólica .
3174	minha mãe quer me dar fluoxetina pra ansiedade será que tomo .
3175	minha mãe sabe que eu tenho alergia a dipirona e ela comprou dipirona pra eu tomar minha mãe quer me matar .
3176	minha mãe só compra dipirona de 500 mg e eu tenho que tomar 2 juntas quando tô com dor de cabeça e às vezes nem passa .
3177	minha mãe só me deu a primeira vacina por isso vivo doente cheia de alergia tenho uns probleminhas mentais culpa da minha mãe .
3178	minha mãe tá me dando droga só pk to cm dor de dente vei oq é xylocaina cm lidocaina isso é droga tenho certeza scrr .
3179	minha mãe tem um problema no pé que é dor continua se eu fosse ela já tinha me matado na morfina .
3180	minha mãe teve coragem de dizer que minhas crises de ansiedade são culpa da nicotina que tem no arguile .
3181	minha mãe toda hora pergunta se estou sentindo dor kkkk coitada mãe e mãe não tem jeito compro remédio fez vitamina gelatina purê e sorvete .
3182	minha mãe vai dar dipirona pra minha cachorra kk ela disse q ela ta cm cólica q ficou mocinha kkkkkkkkkkkkkkkk .
3183	minha mão abriu de novo cortei meu pé to cheia de febre minha cabeça vai explodi e pra completar minha glicose tá baixa .
3184	minha médica disse que essa porra é tão forte que eu teria que tratar com uma vacina manipulada pro meu tipo de alergia .
3185	minha mochila tem muito remédio cruzes kkkk dorflex neosaldina omeprazol 2 de alergia e neosoro puta merda kkkkkk .
3186	minha prima é doente tomou cha de sene e simeticona agora ta aqui gemendo de dor numa vólica qe n consegue nem caminhar .
3187	minha primeira alucinação por hiperdosagem de ibuprofeno https twitter com impossiblecarol status 793902299810828288 .
3188	minha raiva passou eduarda fica me fazendo rir kkk acabou com o meu showzinho q ódio kkkk ainda bem q minha mãe vai fazer vitamina .
3189	minha relaçao de dependencia com loratadina é deploravel .
3190	minha rinite ontem atacou claro que fui tomar loratadina e passar meu colírio aí acordo 6 am com dor nos olhos .
3191	minha sogra deu dipirona pra mim por causa da cólica quase chorei .
3192	minha temperatura ta 37 5 ja tomo dipirona sera tomei tanto remedio pra cólica ontem ja .
3193	minha trindade diária café azia e omeprazol nessa sequência .
3194	minha vacina da raiva é um beijinho seu .
3195	minha vida é comer besteira sentir azia tomar omeprazol .
3196	minha vida eh baseada em omeprazol ansiedade e gastrite kkkkkkkkkkk blz .
3197	minha vida essa eterna dor de estômago que não passa nem depois de 3 omeprazol .
3198	minha vida tem se resumido em dor de dente nimesulida paracetamol e sopa .
3199	minha vida uma mistura de cafeína com ansiedade .
3200	minha vó até trocou o meu sabonete pelo de glicerina sabonete de bb pq é anti alérgico porém n é o sabonete q tá me dando alergia .
3201	minha vó me deu ibuprofeno espero que passe a dor né .
3202	minha xabeca ta doendo mto fui fuma ora passa a dor ta doendo kais cigarro ja nao eh mais meu remedio snrz vo te q larga a nicotina .
3203	minhas colica so morfina mesmo pra aliviar .
3204	mini kit sobrevivência neosoro loratadina fluoxetina omeprazol alergia ansiedade gastrite .
3205	minina ibuprofeno é bom pra cólica né .
3206	minorith eitaa você tem gastrite toma um omeoprazol amanha de manha em jejum e agora tenta tomar algo pra aliviar a dor tipo ranitidina .
3207	miss catuaba acabei de entrar em ciclo da ureia a morte ta bem próxima né .
3208	mistura asma ansiedade nicotina e bronquite .
3209	mito 2 a cafeína aumenta o risco de doença cardíaca fato estudos em ampla escala mostraram que o consumo de http fb me 8f6wppeyr .
3210	mitos a morfina acelera a morte ouça programa da bbc sobre esses e outros mitos em relação a medicamentos para http fb me 5gioke3ni .
3211	mkarolqueiroz tomo lexotan para ansiedade para a agonia das pernas tomo clonazepan paroxetina meu é manipulado e funciona cmg bastante .
3212	mo palha jantar e durmir dor de estômago a noite toda mais tbm é o palha durmir com fome então chapa omeprazol pra dentro .
3213	moço minha boca ta toda mordida e com afta obrigada raiva tá doendo coloquei bicarbonato de sódio doooooiiii .
3214	modinha 2016 ter problemas de autoestima e depressão e ser intolerante a lactose e glúten já vamos fazer uma vacina galera .
3215	more eu tomei um tal de cloridrato de naratriptana eu achei ele maravilhoso tomei logo quando começou a dor dormi e. morfina causa o pior tipo de dependc383ancia afirma especialista .
3216	morfina da mta coceira to quase morrendo me coçando .
3217	morfina dá uma coceira .
3218	morfina dá uma coceira desgraçada .
3219	morrendo de azia e meu omeprazol acabou deus me odeia .
3220	morrendo de dor de cabeça minha glicose tá baixa to sentido .
3221	morrendo de dor de cabeça porém medo de tomar paracetamol e ficar loka como da última vez .
3222	morrendo de dor de cabeça tomei 2 dipirona de 500 mg e entrei em coma acordei só agora todo babado .
3223	morrendo de dor de estômago e meu omeprazol acaba .
3224	morrendo de dor de garganta remédio nimesulida e sorvete .
3225	morrendo de dor na espera da chegada do gabapentina 300 mg na farmácia de alto custo ninguém imagina o que é dor governosp .
3226	morreniiiii de cólica prostaglandinas ômega 6 lipídios diminuição do nível de progesterona descamação do endométrio life sucks .
3227	morrer de dor de estômago ou ir comprar ranitidina a pé eis a questão .
3228	morrer de dor nas costas e não poder tomar ibuprofeno é uma delícia mesmo .
3229	morri de cólica o dia todo tomei duas dipirona s e dois paracetamol s to chapada até agora e a dor não passou .
3230	morro de medo quando eu vejo gente que toma venlafaxina é pesado caro gera dependência com uns efeitos colaterais bizarros .
3231	morte é o mais improvável depois de muitas complicações tem tratamento pra caso grave oseltamivir e zanamivir https twitter com lesbienned status 717532130415403008 .
3232	mossoró está tão quente que estou jogando dipirona no ar para ver se a temperatura abaixa mds se sentindo com calor .
3233	mpf pgr enquanto 20ui insulina nph abaixa a glicose de um paciente tranquilamente 20ui da insulina regular pode botar o paciente em coma .
3234	msma coisa os fumantes de nicotina td do msmo saco odeio odeio cheiro de cigarro aq dentro qndo o vizinho fuma morro de raiva .
3235	mta alucinação não há risperidona q dê conta .
3236	mta dor na fratura do braço tomei injeção de corticoide 1g de dipirona dia e nimesulida p 5 dias e o q deu certo 3 agulhas de acupuntura .
3237	muita depressão pra pouca sertralina .
3238	muita dor de estômago pode ser nervoso ansiedade mas de td os remédios pro estômago pantoprazol é o melhor msm .
3239	muita dor muita dor msm nem omeprazol e nem buscopan ta melhorando bela segunda .
3240	muita dor no estômago que nem omeprazol ta dando jeito preciso fazer endoscopia logo .
3241	muita ironia hj tem festa na casa do victor e eu tô com tanta cólica que estou andando igual uma velha com deficiência de cálcio nos ossos .
3242	muita testosterona causa suor pelos olhos http fb me 4m58xyrex .
3243	muito além de omeprazol ou estomazil conheça 5 formas de tratamentos para a dor de estômago saiba mais http fb me 1iqebdr6r .
