Sentença	 Span_1 	 Span_2 
vacina pra azia lol .	vacina	azia
tô tentando mas a dor n deixa enxak dipirona pressão despencou tô toda estranha amanhã se n melhorar vou comprar sumax .	sumax	dor
tô tentando mas a dor n deixa enxak dipirona pressão despencou tô toda estranha amanhã se n melhorar vou comprar sumax .	dipirona	dor
aí vou comer doces que tb tiram o sono e e no mesmo pq glicose ataca a ansiedade tipo .	glicose	ansiedade
aí vou comer doces que tb tiram o sono e e no mesmo pq glicose ataca a ansiedade tipo .	glicose	sono
meu deus que dor no estomago tomei omeprazol e nada ta cada dia pior .	omeprazol	dor
depois de um mês vou dormir de novo no meu quarto porque hoje tô com muita dor nas costas e não tem nimesulida .	nimesulida	dor nas costas
dor de ouvido desgraçada e nao quero entra na nimesulida porque me faz meio mal .	nimesulida	dor de ouvido
ôh idiota se eu tomar vacina contra minha alergia na perna ela vai me fazer engordar então vou ficar gordinha .	vacina	alergia
omeprazol ótimo remédio para dor no estômago .	omeprazol	dor
tive que tomar um nimesulida porq eu to começando a ter febre e eu acho que é emocional fui rir e chorei .	nimesulida	febre
geralmente quando a glicose baixa a esse ponto a pessoa pode ter morte cerebral é um problema muito sério vamos ajudar .	glicose	morte
aí cê tá com azia toma um omeprazol que passa pera cê vai ser farmacêutico e não sabe que omeprazol é bom pra azia .	omeprazol	azia
aí cê tá com azia toma um omeprazol que passa pera cê vai ser farmacêutico e não sabe que omeprazol é bom pra azia .	omeprazol	azia
aí cê tá com azia toma um omeprazol que passa pera cê vai ser farmacêutico e não sabe que omeprazol é bom pra azia .	omeprazol	azia
aí cê tá com azia toma um omeprazol que passa pera cê vai ser farmacêutico e não sabe que omeprazol é bom pra azia .	omeprazol	azia
enjoada tomei um omeprazol pq tava com azia e agora não sei se posso tomar outro p causa do enjoo e tb não sei se enjoo tem acento ainda .	omeprazol	enjoo
enjoada tomei um omeprazol pq tava com azia e agora não sei se posso tomar outro p causa do enjoo e tb não sei se enjoo tem acento ainda .	omeprazol	enjoo
enjoada tomei um omeprazol pq tava com azia e agora não sei se posso tomar outro p causa do enjoo e tb não sei se enjoo tem acento ainda .	omeprazol	azia
obrigado topiramato por me deixar retardado sem resistência a bebibda mas sem dor de cabeça .	topiramato	dor de cabeça
dor de cabeça por falta de cafeína no corpo .	cafeína	dor de cabeça
dor no estômago tipo acidez aí é bom omeprazol mas demora um pouquinho msm pra ter efeito .	omeprazol	dor
as vitaminas a b6 c se juntam ao zinco neste poderoso suplemento desenvolvido para auxiliar no combate da acne http fb me 7qsdzoedw .	zinco	acne
as vitaminas a b6 c se juntam ao zinco neste poderoso suplemento desenvolvido para auxiliar no combate da acne http fb me 7qsdzoedw .	vitaminas	acne
eu bebi tanta cafeína hoje que fui tomar refrigerante ainda há pouco e me deu dor de cabeça que maravilha .	cafeína	dor de cabeça
furoato de mometasona tá em falta todo mundo tá com alergia na pele 3 farmácia e nada da pomada .	pomada	alergia
furoato de mometasona tá em falta todo mundo tá com alergia na pele 3 farmácia e nada da pomada .	mometasona	alergia
tô meio indignada com essa isotretinoína já devia tá fazendo uns efeito massa e a única coisa que me dá é dor nas costa .	isotretinoína	massa
tô meio indignada com essa isotretinoína já devia tá fazendo uns efeito massa e a única coisa que me dá é dor nas costa .	isotretinoína	dor
é incrível o que a dependência de cafeína pode causar .	cafeína	dependência
tô com dor de cabeça acho que é falta de cafeína oh yeah niall mtvstarsniallhoran .	cafeína	dor de cabeça
vou tomar mais um comprimido pq n tô aguentando de dor no dente cabeça coluna perna espero não ter uma overdose de ibuprofeno .	ibuprofeno	dor
minha mãe toda hora pergunta se estou sentindo dor kkkk coitada mãe e mãe não tem jeito compro remédio fez vitamina gelatina purê e sorvete .	vitamina	dor
eu só uso de glicerina é o único tipo que não me dá alergia faz o teste .	glicerina	alergia
to com tossi seca e dor no peito faz semana já to malzona ja fui no hosp tres vezes tomei varios xarope de loratadina e nada .	xarope	dor no peito
to com tossi seca e dor no peito faz semana já to malzona ja fui no hosp tres vezes tomei varios xarope de loratadina e nada .	loratadina	dor no peito
ué piora e ele aumenta eu tomava junto com risperidona e ele piorava minha ansiedade só me bugava mais .	risperidona	ansiedade
n é legal ter alergia a dipirona .	dipirona	alergia
a professora tava falando sobre remédios né daí ela perguntou quem tinha alergia a dipirona .	dipirona	alergia
tomo omeprazol uma semana e meu refluxo melhora por 1 mês após isso azia começa novamente .	omeprazol	azia
fui no posto agr e vi tanta criança tomando vacina q me deu mais ansiedade ainda .	vacina	ansiedade
uma saudade eterna saudades 8 anos de idade quando eu não tinha noção da minha alergia a cafeína pic twitter com znherxx8tr .	cafeína	alergia
acordei com febre tomei banho e um paracetamol agora to morrendo de calor .	paracetamol	febre
acordei com febre tomei banho e um paracetamol agora to morrendo de calor .	paracetamol	calor
eu sou so ansiedade gastrite depressão omeprazol clonazepam .	omeprazol	ansiedade
eu sou so ansiedade gastrite depressão omeprazol clonazepam .	omeprazol	gastrite
eu sou so ansiedade gastrite depressão omeprazol clonazepam .	omeprazol	depressão
eu sou so ansiedade gastrite depressão omeprazol clonazepam .	clonazepam	ansiedade
eu sou so ansiedade gastrite depressão omeprazol clonazepam .	clonazepam	gastrite
eu sou so ansiedade gastrite depressão omeprazol clonazepam .	clonazepam	depressão
lullyinthesky várias vezes eu senti vontade de tomar toda a cartela de nortriptilina com álcool e acabar com toda a dor só nunca fiz .	álcool	dor
lullyinthesky várias vezes eu senti vontade de tomar toda a cartela de nortriptilina com álcool e acabar com toda a dor só nunca fiz .	nortriptilina	dor
desde que eu fiz a cirurgia eu sinto azia todo santo dia nem omeprazol está fazendo efeito mais .	omeprazol	azia
quarto dia sem a sertralina queria parar de tomar mas não vai ser dessa vez muita tontura muita ânsia de vômito e eu odeio vomitar .	sertralina	vômito
quarto dia sem a sertralina queria parar de tomar mas não vai ser dessa vez muita tontura muita ânsia de vômito e eu odeio vomitar .	sertralina	tontura
maior agradecimento da vida não ter alergia de nada que não seja dipirona ou lã .	dipirona	alergia
morrendo de dor de cabeça porém medo de tomar paracetamol e ficar loka como da última vez .	paracetamol	medo
morrendo de dor de cabeça porém medo de tomar paracetamol e ficar loka como da última vez .	paracetamol	dor de cabeça
pulo da cama louca atrás do omeprazol pq acordar com dor não é brincadeira não .	omeprazol	dor
depende para maioria a cafeína tira a dor de cabeça mas tem pessoa q fica com dor .	cafeína	dor
depende para maioria a cafeína tira a dor de cabeça mas tem pessoa q fica com dor .	cafeína	dor de cabeça
meu deus que morte horrível a ressecada da quetiapina .	quetiapina	morte
droga tô com dor de garganta adivinhem quem vai ficar doente e ainda tô sem nimesulida em casa .	nimesulida	dor de garganta
luccolatraspa ja ouvi falar desse sene eu tomo chá de hibisco é o gosto da morte disfarçado .	sene	morte
mas nos ce aninha preocupação é com a dependência da nicotina .	nicotina	dependência
tontura lingua dormente bradicardia extremidades dormentes nao brinquem com abstinencia de venlafaxina criancas .	venlafaxina	bradicardia
tontura lingua dormente bradicardia extremidades dormentes nao brinquem com abstinencia de venlafaxina criancas .	venlafaxina	tontura
devo lembrar dessa dor todas as vezes que digo depois eu tomo a vitamina e nunca tomo pq ollha 11 .	vitamina e	dor
sei bem como é passei uma semana vivendo de ibuprofeno para diminuir a dor achei que essas porra não iam nascer .	ibuprofeno	dor
será que a efedrina ta me dando alergia to toda empipocada .	efedrina	alergia
vacina que é raiva https twitter com sonyeondan love status 810683115295436800 .	vacina	raiva
o foda de voltar com a fluoxetina é a dor de cabeça nos primeiros dias .	fluoxetina	dor de cabeça
eu sofro de toc depressão anemia problemas respiratórios falta de vitaminas falta de cálcio íos problema nos ovários e vcs .	cálcio	depressão
eu sofro de toc depressão anemia problemas respiratórios falta de vitaminas falta de cálcio íos problema nos ovários e vcs .	cálcio	anemia
eu sofro de toc depressão anemia problemas respiratórios falta de vitaminas falta de cálcio íos problema nos ovários e vcs .	vitaminas	depressão
eu sofro de toc depressão anemia problemas respiratórios falta de vitaminas falta de cálcio íos problema nos ovários e vcs .	vitaminas	anemia
tomei um omeprazol em jejum fiz meia caneca de café e completei com leite espero que não de enjoo depois .	omeprazol	enjoo
tomei um omeprazol em jejum fiz meia caneca de café e completei com leite espero que não de enjoo depois .	leite	enjoo
lubeie não nunca tive isso só fico com muita azia se eu não tomar o omeprazol .	omeprazol	azia
minha filha eu to nessa tbm além de alergia é olho coçando tbm haja loratadina .	loratadina	alergia
eu acho que o que vai motivar minha morte é a glicose alta prevejo morrer de diabetes .	glicose	morte
eu acho que o que vai motivar minha morte é a glicose alta prevejo morrer de diabetes .	glicose	diabetes
se eu parar de tomar o remédio de dormir lorazepam eu sinto isso tudo a dor no estômago continua a inflamação na garganta amigdalite .	lorazepam	dor
se eu parar de tomar o remédio de dormir lorazepam eu sinto isso tudo a dor no estômago continua a inflamação na garganta amigdalite .	lorazepam	amigdalite
se eu parar de tomar o remédio de dormir lorazepam eu sinto isso tudo a dor no estômago continua a inflamação na garganta amigdalite .	lorazepam	inflamação
dependência chamada omeprazol .	omeprazol	dependência
dor de ouvido voltando a me infernizar desce uma azitromicina .	azitromicina	dor de ouvido
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	epocler	enjôo
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	epocler	dor
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	dramin	enjôo
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	dramin	dor
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	omeprazol	enjôo
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	omeprazol	dor
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	engov	enjôo
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	engov	dor
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	plasil	enjôo
omeprazol plasil dramin engov epocler mas é enjôo ou dor chatona .	plasil	dor
ghostrifles tomei a sertralina para tratar depressão e não fez muito efeito .	sertralina	depressão
não vou levar a amorinha pra dar vacina não tá calor demais não vou sair com a bichinha na rua assim .	vacina	calor
eu nem tomo mais paracetamol pq so sinto sono prefiro neusa mas pra colica tomo buscofen msm .	paracetamol	sono
quando eu tomava remédio pra ansiedade e anorexia além do litio eu fiquei tão loca do cu que n lembrava se tinha tomado remédio no dia ou n. quando eu vejo que acordei 03 00 da manha cm a glicose no chão e cm muita dor nas pernas pelo tombo eu vejo que fracassei na vida .	glicose	dor
quando eu tomava remédio pra ansiedade e anorexia além do litio eu fiquei tão loca do cu que n lembrava se tinha tomado remédio no dia ou n. quando eu vejo que acordei 03 00 da manha cm a glicose no chão e cm muita dor nas pernas pelo tombo eu vejo que fracassei na vida .	glicose	anorexia
quando eu tomava remédio pra ansiedade e anorexia além do litio eu fiquei tão loca do cu que n lembrava se tinha tomado remédio no dia ou n. quando eu vejo que acordei 03 00 da manha cm a glicose no chão e cm muita dor nas pernas pelo tombo eu vejo que fracassei na vida .	glicose	ansiedade
to numa azia gora do normal daqui a pouco se não melhorar vou tomar um omeprazol .	omeprazol	azia
tô tomando a cada 8 hrs amoxicilina e ibuprofeno aí se a febre voltar tomar dipirona .	amoxicilina	febre
tô tomando a cada 8 hrs amoxicilina e ibuprofeno aí se a febre voltar tomar dipirona .	ibuprofeno	febre
tô tomando a cada 8 hrs amoxicilina e ibuprofeno aí se a febre voltar tomar dipirona .	dipirona	febre
drawmuky caioscholze ninguém em coma em qqqq leva a glicose junto cgiyoftidcupgc .	glicose	coma
ai que triste n diga que tem alergia a dipirona ele resolve tanto quanto o cefaliv porque nossa 3 esse remédio .	cefaliv	alergia
ai que triste n diga que tem alergia a dipirona ele resolve tanto quanto o cefaliv porque nossa 3 esse remédio .	dipirona	alergia
eu tô com 14 elas cicatrizam sozinhas mas se quer ter um alivio da dor passa lidocaína em gel 2 ou 5 .	lidocaína	dor
meninojedi hsuahsuahsua o nome disso é ansiedade só resolve com 20 mg de fluoxetina d. meninos marrentos parrudos que estão na flor do excesso de testosterona que dão murro em parede na hora da raiva http fb me 7pp2tg3pt .	testosterona	ansiedade
